Common name,GPCRdb ID,Type,Reference ligand,Fold selectivity (Affinity),# tested GPCRs (Affinity),Species,Mol weight,Rot bonds,H don,H acc,LogP,Smiles
CHEMBL567001,195340,Smallmolecule,None,-,1,Human,231,2,1,2,2.9,CCCN1CC[C@@H]2c3c(O)cccc3CC[C@@H]21
CHEMBL11388,9728,Smallmolecule,None,2,4,Human,245,3,0,2,2.9,CCCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21
CHEMBL11388,9728,Smallmolecule,None,2,4,Human,245,3,0,2,2.9,CCCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21
CHEMBL26118,95837,Smallmolecule,None,-5,4,Human,243,3,0,2,3,C=CCN1CC[C@H]2c3c(cccc3OC)CC[C@H]21
CHEMBL26118,95837,Smallmolecule,None,-5,4,Human,243,3,0,2,3,C=CCN1CC[C@H]2c3c(cccc3OC)CC[C@H]21
CHEMBL578377,196902,Smallmolecule,None,-,1,Human,243,3,0,2,3,C=CCN1CC[C@@H]2c3c(cccc3OC)CC[C@@H]21
CHEMBL284585,99230,Smallmolecule,None,28,2,Human,245,3,0,2,3.2,CCCN1CC[C@H]2c3c(cccc3OC)CC[C@H]21
CHEMBL284585,99230,Smallmolecule,None,28,2,Human,245,3,0,2,3.2,CCCN1CC[C@H]2c3c(cccc3OC)CC[C@H]21
CHEMBL568290,195550,Smallmolecule,None,-,1,Human,245,3,0,2,3.2,CCCN1CC[C@@H]2c3c(cccc3OC)CC[C@@H]21
CHEMBL568290,195550,Smallmolecule,None,-,1,Human,245,3,0,2,3.2,CCCN1CC[C@@H]2c3c(cccc3OC)CC[C@@H]21
CHEMBL11065,9139,Smallmolecule,None,1,2,Human,231,2,1,2,2.6,CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21
CHEMBL11170,9335,Smallmolecule,None,-,1,Human,243,3,0,2,2.7,C=CCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21
CHEMBL11170,9335,Smallmolecule,None,-,1,Human,243,3,0,2,2.7,C=CCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21
CHEMBL285873,99408,Smallmolecule,None,-1,3,Human,229,2,1,2,2.7,C=CCN1CC[C@H]2c3cccc(O)c3CC[C@H]21
CHEMBL285873,99408,Smallmolecule,None,-1,3,Human,229,2,1,2,2.7,C=CCN1CC[C@H]2c3cccc(O)c3CC[C@H]21
CHEMBL11363,9693,Smallmolecule,None,-6,3,Human,229,2,1,2,2.4,C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21
CHEMBL11363,9693,Smallmolecule,None,-6,3,Human,229,2,1,2,2.4,C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21
CHEMBL267557,96662,Smallmolecule,None,-10,3,Human,229,2,1,2,2.4,C=CCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21
CHEMBL280955,98665,Smallmolecule,None,-15,4,Human,243,3,0,2,3,C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21
CHEMBL280955,98665,Smallmolecule,None,-15,4,Human,243,3,0,2,3,C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21
CHEMBL567186,195358,Smallmolecule,None,-,1,Human,307,3,0,2,4.6,COc1cccc2c1[C@H]1CCN([C@H](C)c3ccccc3)[C@H]1CC2
CHEMBL566970,195335,Smallmolecule,None,-,1,Human,243,3,0,2,3,C=CCN1CC[C@@H]2c3cccc(OC)c3CC[C@@H]21
CHEMBL583043,197079,Smallmolecule,None,-,1,Human,307,3,0,2,4.6,COc1cccc2c1[C@@H]1CCN([C@H](C)c3ccccc3)[C@@H]1CC2
CHEMBL25418,94465,Smallmolecule,None,-,1,Human,213,2,0,1,3,C=CCN1CC[C@H]2c3ccccc3CC[C@H]21
CHEMBL25418,94465,Smallmolecule,None,-,1,Human,213,2,0,1,3,C=CCN1CC[C@H]2c3ccccc3CC[C@H]21
CHEMBL267769,96682,Smallmolecule,None,-,1,Human,257,3,0,2,2.9,COc1cccc2c1C[C@H]1CCN(CC3CC3)[C@@H]1C2
CHEMBL267769,96682,Smallmolecule,None,-,1,Human,257,3,0,2,2.9,COc1cccc2c1C[C@H]1CCN(CC3CC3)[C@@H]1C2
CHEMBL25483,94559,Smallmolecule,None,-3,3,Human,229,2,1,2,2.7,C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21
CHEMBL25483,94559,Smallmolecule,None,-3,3,Human,229,2,1,2,2.7,C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21
CHEMBL565913,195178,Smallmolecule,None,-,1,Human,257,3,0,2,2.9,COc1cccc2c1C[C@@H]1CCN(CC3CC3)[C@@H]1C2
CHEMBL285774,99395,Smallmolecule,None,-,1,Human,215,2,1,2,2.3,C=CCN1C[C@H]2c3c(O)cccc3CC[C@H]21
CHEMBL285774,99395,Smallmolecule,None,-,1,Human,215,2,1,2,2.3,C=CCN1C[C@H]2c3c(O)cccc3CC[C@H]21
CHEMBL568077,195504,Smallmolecule,None,-,1,Human,287,5,1,2,2.8,CCCN(CCC)[C@H]1Cc2cccc3c2N(C1)C(=O)NC3
PAROXETINE,186337,Smallmolecule,None,-512,24,Human,329,4,1,4,3.3,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
PAROXETINE,186337,Smallmolecule,None,-512,24,Human,329,4,1,4,3.3,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
PAROXETINE,186337,Smallmolecule,None,-512,24,Human,329,4,1,4,3.3,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
CHEMBL1084132,6781,Smallmolecule,None,-,3,Human,245,3,1,3,1.9,c1ccc(N2CCN(CC3CCCCN3)C2)cc1
CHEMBL1086626,7353,Smallmolecule,None,-,0,Human,470,7,2,3,5.2,Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL1086754,7369,Smallmolecule,None,-,0,Human,484,7,1,4,5.2,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C
CHEMBL1086756,7371,Smallmolecule,None,-,0,Human,512,9,1,4,6.1,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C
CHEMBL132541,22298,Smallmolecule,None,1,2,Human,344,5,1,5,3.5,Cc1cc(C(=O)CCN2CCN(c3ccccc3O)CC2)c(C)s1
CHEMBL137591,28299,Smallmolecule,None,1,2,Human,344,6,0,5,3.5,COc1ccccc1N1CCN(CCC(=O)c2ccc(C)s2)CC1
CHEMBL133207,23086,Smallmolecule,None,-1,2,Human,346,5,2,5,3.3,Cc1cc(C(O)CCN2CCN(c3ccccc3O)CC2)c(C)s1
CHEMBL135754,26021,Smallmolecule,None,1,2,Human,334,5,0,4,3.8,O=C(CCN1CCN(c2ccccc2Cl)CC1)c1ccsc1
CHEMBL135379,25698,Smallmolecule,None,1,2,Human,336,5,1,4,3.6,OC(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccsc1
CHEMBL336592,116086,Smallmolecule,None,1,2,Human,330,6,0,5,3.2,COc1ccccc1N1CCN(CCC(=O)c2cccs2)CC1
CHEMBL135939,26194,Smallmolecule,None,1,2,Human,332,6,1,5,3,COc1ccccc1N1CCN(CCC(O)c2cccs2)CC1
CHEMBL132710,22469,Smallmolecule,None,-,1,Human,336,5,1,4,3.6,OC(CCN1CCN(c2ccc(Cl)cc2)CC1)c1cccs1
CHEMBL135585,25894,Smallmolecule,None,1,2,Human,375,7,0,7,3.1,COc1ccccc1N1CCN(CCC(=O)c2ccc([N+](=O)[O-])s2)CC1
CHEMBL132532,22287,Smallmolecule,None,1,2,Human,374,6,0,4,4.2,COc1ccccc1N1CCN(CCC(=O)c2ccc3ccccc3c2)CC1
CHEMBL137326,27926,Smallmolecule,None,1,2,Human,376,6,1,4,4.1,COc1ccccc1N1CCN(CCC(O)c2ccc3ccccc3c2)CC1
CHEMBL134967,25185,Smallmolecule,None,-,1,Human,378,5,0,3,4.9,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1
CHEMBL134806,24997,Smallmolecule,None,-,1,Human,380,5,1,3,4.7,OC(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1
CHEMBL136936,27372,Smallmolecule,None,1,4,Human,382,6,1,5,4.2,COc1ccccc1N1CCN(CCC(O)c2csc3ccccc23)CC1
CHEMBL337087,116171,Smallmolecule,None,1,2,Human,386,5,1,4,4.8,OC(CCN1CCN(c2ccc(Cl)cc2)CC1)c1csc2ccccc12
CHEMBL132979,22796,Smallmolecule,None,1,2,Human,366,5,1,5,4,O=C(CCN1CCN(c2ccccc2O)CC1)c1csc2ccccc12
CHEMBL135890,26129,Smallmolecule,None,-1,2,Human,368,5,2,5,3.9,Oc1ccccc1N1CCN(CCC(O)c2csc3ccccc23)CC1
CHEMBL135770,26028,Smallmolecule,None,1,2,Human,398,6,0,5,4.4,COc1cc(F)ccc1N1CCN(CCC(=O)c2csc3ccccc23)CC1
CHEMBL136029,26296,Smallmolecule,None,1,2,Human,400,5,0,4,5.5,O=C(CCN1CCN(c2cccc3ccccc23)CC1)c1csc2ccccc12
CHEMBL134676,24837,Smallmolecule,None,1,2,Human,324,6,0,4,3.1,COc1ccccc1N1CCN(CCC(=O)c2ccccc2)CC1
CHEMBL444335,169515,Smallmolecule,None,-,1,Human,326,6,1,4,2.9,COc1ccc(N2CCN(CCC(O)c3ccccc3)CC2)cc1
CHEMBL334444,114687,Smallmolecule,None,1,2,Human,312,5,0,3,3.2,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccccc1
CHEMBL134656,24802,Smallmolecule,None,1,2,Human,297,5,1,4,2.3,OC(CCN1CCN(c2ccccn2)CC1)c1ccccc1
CHEMBL133139,23004,Smallmolecule,None,1,2,Human,441,7,0,4,5.4,FC(F)(F)c1ccc(OC(CCN2CCN(c3ccccn3)CC2)c2ccccc2)cc1
CHEMBL132916,22719,Smallmolecule,None,-1,2,Human,330,6,0,5,3.2,COc1ccccc1N1CCN(CCC(=O)c2ccsc2)CC1
CHEMBL135753,26019,Smallmolecule,None,-5,2,Human,336,5,1,4,3.6,OC(CCN1CCN(c2ccccc2Cl)CC1)c1ccsc1
CHEMBL135802,26048,Smallmolecule,None,-31,2,Human,358,6,0,5,3.8,COc1ccccc1N1CCN(CCC(=O)c2cc(C)sc2C)CC1
CHEMBL441481,168728,Smallmolecule,None,-7,2,Human,378,5,0,4,4.9,Cc1cc(C(=O)CCN2CCN(c3cccc4ccccc34)CC2)c(C)s1
CHEMBL423168,164725,Smallmolecule,None,1,2,Human,414,6,0,5,5,COc1cc(Cl)ccc1N1CCN(CCC(=O)c2csc3ccccc23)CC1
CHEMBL137185,27711,Smallmolecule,None,-,1,Human,384,5,0,4,5,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1csc2ccccc12
CHEMBL135588,25896,Smallmolecule,None,-,1,Human,458,7,0,3,6.2,Fc1ccc(N2CCN(CCC(Oc3ccc(C(F)(F)F)cc3)c3ccccc3)CC2)cc1
CHEMBL135023,25248,Smallmolecule,None,1,2,Human,295,5,0,4,2.5,O=C(CCN1CCN(c2ccccn2)CC1)c1ccccc1
CHEMBL423174,164726,Smallmolecule,None,-,1,Human,339,6,0,5,3,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccccc1
CHEMBL434268,167768,Smallmolecule,None,-,1,Human,485,8,0,5,5.9,O=[N+]([O-])c1ccc(N2CCN(CCC(Oc3ccc(C(F)(F)F)cc3)c3ccccc3)CC2)cc1
CHEMBL133309,23220,Smallmolecule,None,1,2,Human,400,7,0,4,4.8,COc1ccccc1N1CCN(CCC(=O)c2ccc(-c3ccccc3)cc2)CC1
CHEMBL136022,26284,Smallmolecule,None,-,1,Human,546,9,0,4,7.7,COc1ccccc1N1CCN(CCC(Oc2ccc(C(F)(F)F)cc2)c2ccc(-c3ccccc3)cc2)CC1
CHEMBL336280,116043,Smallmolecule,None,1,2,Human,354,7,0,5,3.1,COc1ccc(C(=O)CCN2CCN(c3ccccc3OC)CC2)cc1
CHEMBL135272,25551,Smallmolecule,None,1,2,Human,356,7,1,5,3,COc1ccc(C(O)CCN2CCN(c3ccccc3OC)CC2)cc1
CHEMBL422621,164484,Smallmolecule,None,1,2,Human,500,9,0,5,6.1,COc1ccc(C(CCN2CCN(c3ccccc3OC)CC2)Oc2ccc(C(F)(F)F)cc2)cc1
CHEMBL337869,116310,Smallmolecule,None,1,2,Human,332,6,1,5,3,COc1ccccc1N1CCN(CCC(O)c2ccsc2)CC1
CHEMBL132764,22530,Smallmolecule,None,1,2,Human,345,6,1,6,3.1,COc1ccccc1N1CCN(CC/C(=N\O)c2ccsc2)CC1
CHEMBL336341,116057,Smallmolecule,None,-1,2,Human,334,5,0,4,3.8,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccsc1
CHEMBL135878,26107,Smallmolecule,None,1,4,Human,380,6,0,5,4.3,COc1ccccc1N1CCN(CCC(=O)c2csc3ccccc23)CC1
CHEMBL424090,164964,Smallmolecule,None,1,2,Human,400,6,1,5,4.3,COc1cc(F)ccc1N1CCN(CCC(O)c2csc3ccccc23)CC1
CHEMBL334974,114865,Smallmolecule,None,1,2,Human,330,5,1,3,3.6,OC(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccccc1
CHEMBL133210,23092,Smallmolecule,None,1,2,Human,296,5,0,5,1.9,O=C(CCN1CCN(c2ncccn2)CC1)c1ccccc1
CHEMBL1782811,62265,Smallmolecule,None,10,2,Human,391,6,2,5,4.5,N#Cc1ccc(N2CCC(NCCC(O)c3csc4ccccc34)CC2)cc1
CHEMBL1782804,62259,Smallmolecule,None,-,1,Human,463,7,1,6,5.3,O=C(CCN[C@H]1CCN(c2ccc([N+](=O)[O-])cc2C(F)(F)F)C1)c1csc2ccccc12
CHEMBL1782809,62263,Smallmolecule,None,-12,2,Human,391,5,1,5,4.4,N#Cc1ccc(N2CCCN(CCC(O)c3csc4ccccc34)CC2)cc1
CHEMBL86719,204512,Smallmolecule,None,1,3,Human,451,6,0,9,1.2,Cn1c(=O)c2c(nc3n2CCCN3CCCCN2CCN(c3ccccc3)CC2)n(C)c1=O
CHEMBL2237155,84502,Smallmolecule,None,8,2,Human,451,5,0,9,1.2,Cn1c(=O)c2c(nc3n2CCCCN3CCCN2CCN(c3ccccc3)CC2)n(C)c1=O
CHEMBL2237154,84501,Smallmolecule,None,26,2,Human,437,5,0,9,0.9,Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3ccccc3)CC2)n(C)c1=O
CHEMBL4289400,166515,Smallmolecule,None,-,1,Human,267,9,2,4,1.7,Cc1ccc(OCCOCCN[C@H](C)CO)c(C)c1
CHEMBL4802767,183074,Smallmolecule,None,-,1,Human,321,8,2,4,2.9,Cc1cc(C)c(C)c(OCCOCCN[C@H]2CCCC[C@@H]2O)c1
CHEMBL4864918,185086,Smallmolecule,None,-,0,Human,491,7,1,6,5.1,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(-n5ccc6occc6c5=O)cc4)CC3)c2c1
CHEMBL238007,89500,Smallmolecule,UNDEFINED,-,1,Human,302,7,2,3,3.5,COC(CNC1CCCCC1)COc1cccc2[nH]ccc12
CHEMBL238007,89500,Smallmolecule,UNDEFINED,-,1,Human,302,7,2,3,3.5,COC(CNC1CCCCC1)COc1cccc2[nH]ccc12
CHEMBL398744,153852,Smallmolecule,UNDEFINED,-14,4,Human,472,6,1,6,4.7,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1
CHEMBL398744,153852,Smallmolecule,UNDEFINED,-14,4,Human,472,6,1,6,4.7,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1
CHEMBL400235,154258,Smallmolecule,UNDEFINED,-12,4,Human,448,7,1,5,4.6,CCCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL400235,154258,Smallmolecule,UNDEFINED,-12,4,Human,448,7,1,5,4.6,CCCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL210578,77845,Smallmolecule,UNDEFINED,-30,14,Human,401,6,1,3,5,O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1
CHEMBL210578,77845,Smallmolecule,UNDEFINED,-30,14,Human,401,6,1,3,5,O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1
CHEMBL340816,117646,Smallmolecule,UNDEFINED,-3,6,Human,351,6,0,2,5.2,O=C(CCCN1C2CCC1CC(c1ccccc1)C2)c1ccc(F)cc1
CHEMBL340816,117646,Smallmolecule,UNDEFINED,-3,6,Human,351,6,0,2,5.2,O=C(CCCN1C2CCC1CC(c1ccccc1)C2)c1ccc(F)cc1
CHEMBL424470,165117,Smallmolecule,None,1,2,Human,328,5,0,3,3.7,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccccc1
sumatriptan,3651,Smallmolecule,None,-79,31,Human,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2
sumatriptan,3651,Smallmolecule,None,-79,31,Human,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2
sumatriptan,3651,Smallmolecule,None,-79,31,Human,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2
sumatriptan,3651,Smallmolecule,None,-79,31,Human,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2
sumatriptan,3651,Smallmolecule,None,-79,31,Human,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2
sumatriptan,3651,Smallmolecule,None,-79,31,Human,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2
CHEMBL2110300,77969,Smallmolecule,None,-,0,Human,313,4,2,3,2.6,CN(C)[C@H]1C[C@H](c2c[nH]c3ccc(CC4COC(=O)N4)cc32)C1
CHEMBL24050,91116,Smallmolecule,None,-10,3,Human,229,2,1,2,2.4,C=CCN1CC[C@H]2Cc3c(O)cccc3C[C@H]21
CHEMBL26181,95942,Smallmolecule,None,-10,4,Human,273,5,1,4,2.8,CCCN(CCC)[C@@H]1Cc2cccc3nc(O)n(c23)C1
CHEMBL1179958,11272,Smallmolecule,None,-169,3,Human,423,4,1,5,3.1,COc1ccc(NC(=O)N2CCN(c3ccccc3C)CC2)cc1N1CCN(C)CC1
CHEMBL1179985,11276,Smallmolecule,None,-120,3,Human,439,5,1,6,2.8,COc1ccc(N2CCN(C(=O)Nc3ccc(OC)c(N4CCN(C)CC4)c3)CC2)cc1
CHEMBL1179986,11277,Smallmolecule,None,-10,3,Human,439,5,1,6,2.8,COc1cccc(N2CCN(C(=O)Nc3ccc(OC)c(N4CCN(C)CC4)c3)CC2)c1
CHEMBL1180011,11280,Smallmolecule,None,-75,3,Human,437,6,1,6,2.5,COc1ccc(NCC(=O)N2CCN(c3ccccc3C)CC2)cc1N1CCN(C)CC1
CHEMBL1180017,11281,Smallmolecule,None,-301,3,Human,437,4,1,5,3.4,COc1ccc(NC(=O)N2CCN(c3c(C)cccc3C)CC2)cc1N1CCN(C)CC1
CHEMBL1183904,11983,Smallmolecule,None,-316,3,Human,437,4,1,5,3.4,COc1ccc(NC(=O)N2CCN(c3ccc(C)cc3C)CC2)cc1N1CCN(C)CC1
CHEMBL1183944,11992,Smallmolecule,None,-25,3,Human,409,4,1,5,2.8,COc1ccc(NC(=O)N2CCN(c3ccccc3)CC2)cc1N1CCN(C)CC1
CHEMBL1183948,11993,Smallmolecule,None,-512,3,Human,463,4,1,5,3.7,COc1ccc(NC(=O)N2CCN(c3cccc4c3CCCC4)CC2)cc1N1CCN(C)CC1
CHEMBL120055,14303,Smallmolecule,None,-9,3,Human,392,6,2,4,2.7,Cc1ccccc1N1CCN(C(=O)COc2ccc3[nH]cc(CCN)c3c2)CC1
CHEMBL196370,71326,Smallmolecule,None,-131,7,Human,439,5,1,6,2.8,COc1ccc(NC(=O)N2CCN(c3ccccc3OC)CC2)cc1N1CCN(C)CC1
CHEMBL292759,100278,Smallmolecule,None,-50,14,Human,439,5,1,5,3,COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1
CHEMBL29846,101089,Smallmolecule,None,-812,14,Human,465,5,1,6,4.4,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1
CHEMBL299213,101191,Smallmolecule,None,-,0,Human,298,6,1,5,1.9,CCn1nnc(Cc2ccc3[nH]cc(CCN(C)C)c3c2)n1
CHEMBL300209,101342,Smallmolecule,None,-,0,Human,270,5,2,4,1.4,CN(C)CCc1c[nH]c2ccc(Cc3nnn[nH]3)cc12
CHEMBL53128,192994,Smallmolecule,None,-,0,Human,284,5,1,5,1.4,CN(C)CCc1c[nH]c2ccc(Cc3nnnn3C)cc12
CHEMBL53467,193051,Smallmolecule,None,-,0,Human,270,5,1,5,1.3,CN(C)CCc1c[nH]c2ccc(Cn3ncnn3)cc12
CHEMBL53764,193087,Smallmolecule,None,-,0,Human,268,4,1,3,2.8,Cc1nccn1-c1ccc2[nH]cc(CCN(C)C)c2c1
CHEMBL54265,193280,Smallmolecule,None,-,0,Human,255,4,1,4,1.9,CN(C)CCc1c[nH]c2ccc(-n3cncn3)cc12
CHEMBL87187,204593,Smallmolecule,None,3,3,Human,409,5,1,5,4.2,Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1
CHEMBL2165137,81571,Smallmolecule,None,1,5,Human,434,7,0,4,6.6,Clc1cccc(C2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl
rizatriptan,3282,Smallmolecule,None,-8,5,Human,269,5,1,4,1.9,CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C
rizatriptan,3282,Smallmolecule,None,-8,5,Human,269,5,1,4,1.9,CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C
rizatriptan,3282,Smallmolecule,None,-8,5,Human,269,5,1,4,1.9,CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C
rizatriptan,3282,Smallmolecule,None,-8,5,Human,269,5,1,4,1.9,CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C
CHEMBL135974,26230,Smallmolecule,None,239,5,Human,341,5,2,5,2.4,O[C@H]1[C@@H](NC[C@H]2COc3ccccc3O2)CC[C@@H]1Oc1ccccc1
CHEMBL1744035,59991,Smallmolecule,None,2238,2,Human,295,5,1,2,4,CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1
CHEMBL1744036,59992,Smallmolecule,None,134,2,Human,313,6,2,2,3.2,CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1
CHEMBL1744037,59993,Smallmolecule,None,63,2,Human,466,9,2,4,3.8,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1
CHEMBL1744038,59994,Smallmolecule,None,-,1,Human,325,6,2,2,3.2,CCCN(CC1CC1)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1
CHEMBL1744088,60010,Smallmolecule,None,218,2,Human,448,8,1,4,4.6,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1
CHEMBL2112711,78386,Smallmolecule,None,-,1,Human,371,6,2,6,2.4,COc1ccccc1O[C@@H]1CCC(NCC2COc3ccccc3O2)C1O
CHEMBL2112713,78387,Smallmolecule,None,-,1,Human,401,7,2,7,2.4,COc1cccc(OC)c1O[C@@H]1CCC(NCC2COc3ccccc3O2)C1O
CHEMBL25924,95461,Smallmolecule,None,1,6,Human,311,1,0,1,5.1,CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3
CHEMBL26998,96979,Smallmolecule,None,-1,9,Human,247,5,1,2,3.4,CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1
CHEMBL298544,101102,Smallmolecule,None,-,0,Human,284,5,1,5,1.4,CN(C)CCc1c[nH]c2ccc(Cc3nnn(C)n3)cc12
CHEMBL39243,146213,Smallmolecule,None,-,0,Human,285,5,2,5,1.8,CN(C)CCc1c[nH]c2ccc(Cc3nc(N)no3)cc12
CHEMBL416519,161819,Smallmolecule,None,1,2,Human,307,4,0,2,4,COc1cccc2c1C1CCN(CCc3ccccc3)[C@H]1CC2
CHEMBL422344,164366,Smallmolecule,None,-7,3,Human,217,1,1,4,1.2,CN(C)[C@@H]1Cc2cccc3nc(O)n(c23)C1
CHEMBL434665,167830,Smallmolecule,None,-2,3,Human,231,3,2,4,1.7,CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1
CHEMBL50834,188380,Smallmolecule,None,-,0,Human,298,6,1,5,1.9,CCn1nnnc1Cc1ccc2[nH]cc(CCN(C)C)c2c1
CHEMBL50837,188386,Smallmolecule,None,-,0,Human,269,5,1,4,1.9,CN(C)CCc1c[nH]c2ccc(Cn3ccnn3)cc12
CHEMBL52264,192496,Smallmolecule,None,-,0,Human,283,5,1,4,2,CN(C)CCc1c[nH]c2ccc(Cc3ncnn3C)cc12
CHEMBL52912,192938,Smallmolecule,None,-,0,Human,268,5,1,3,2.5,CN(C)CCc1c[nH]c2ccc(Cn3ccnc3)cc12
CHEMBL53349,193028,Smallmolecule,None,-,0,Human,282,5,1,3,2.8,Cc1nccn1Cc1ccc2[nH]cc(CCN(C)C)c2c1
CHEMBL53485,193054,Smallmolecule,None,-,0,Human,270,5,1,5,1.3,CN(C)CCc1c[nH]c2ccc(Cn3cnnn3)cc12
CHEMBL54103,193235,Smallmolecule,None,-,0,Human,283,5,1,4,2,CN(C)CCc1c[nH]c2ccc(Cc3nncn3C)cc12
CHEMBL76237,203216,Smallmolecule,None,-446,10,Human,358,6,0,5,3,COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1
WB4101,4014,Smallmolecule,None,-8,15,Human,345,8,1,6,2.5,COc1cccc(c1OCCNCC1COc2c(O1)cccc2)OC
CHEMBL10408,4724,Smallmolecule,None,-1,3,Human,229,2,1,2,2.7,C=CCN1CCC2c3cccc(O)c3CC[C@H]21
CHEMBL10561,5040,Smallmolecule,None,-,1,Human,259,3,0,2,3.6,CCCN1[C@H](C)CC2c3c(cccc3OC)CC[C@H]21
CHEMBL10570,5060,Smallmolecule,None,-6,3,Human,243,3,0,2,3,C=CCN1CCC2c3cccc(OC)c3CC[C@H]21
CHEMBL10677,5251,Smallmolecule,None,-,1,Human,245,3,0,2,3.2,CCCN1CCC2c3c(cccc3OC)CCC21
CHEMBL116209,10233,Smallmolecule,None,-51,2,Human,219,2,1,3,2,COc1ccc2c3c1[C@H](CN)CC[C@@H]3CO2
CHEMBL119323,13358,Smallmolecule,None,-186,2,Human,297,2,1,3,2.8,COc1cc(Br)c2c3c1[C@H](CN)CC[C@@H]3CO2
CHEMBL275480,97956,Smallmolecule,None,-,1,Human,203,1,1,2,1.8,COc1cccc2c1C[C@H]1CCN[C@@H]1C2
CHEMBL119584,13724,Smallmolecule,None,-77,2,Human,217,2,1,3,2.4,COc1ccc2occ3c2c1[C@H](CN)CC3
